
nbSections=4;
nbReclaimer=4;

nbVessel=10;
nbTask=14;

Q=[1 1 2 2];

P=[	10	10	6	14	16	14	17	11	15	15	11	14	9	8															];
len=[	5	5	3	7	8	7	9	6	8	8	6	7	5	4															];
ArrivalTime=[	1	84	65	52	38	62	67	18	30	23																			];
L=[	3	3	4	3	5	10	10	6	5	3																			];
weight=[	3	9	6	2	7	7	3	5	9	7																			];
Ls=[	10	9	8	9																									];
																													
dist=[[	3	2	2	2	],																								
[	3	1	3	3	],																								
[	2	1	3	2	],																								
[	3	2	1	1	]];																								
																													



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 1 2 3 4 ];




D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];


