
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=15;

Q=[1 1 2 2];
							
													


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];

P=[	11	9	17	6	18	8	13	20	11	8	7	12	14	14	10														];
len=[	6	5	9	3	9	4	7	10	6	4	4	6	7	7	5														];
ArrivalTime=[	1	58	66	39	86	71	65	41	48	89	52	25	61	84	80														];
L=[	5	9	3	7	4	9	3	3	4	7	5	6	4	8	5														];
weight=[	2	10	5	3	8	3	3	5	1	5	5	9	7	1	10														];
Ls=[	10	7	7	7																									];
																													
dist=[[	2	3	2	3	],																								
[	1	1	1	2	],																								
[	1	2	1	3	],																								
[	2	3	3	2	]];																								



D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];



