
nbSections=4;
nbReclaimer=4;

nbVessel=20;
nbTask=28;
 
Q=[1 1 2 2];

P=[	12	18	17	8	12	12	11	8	13	15	9	19	12	19	14	12	7	19	6	16	8	20	14	9	11	9	7	19	];
len=[	6	9	9	4	6	6	6	4	7	8	5	10	6	10	7	6	4	10	3	8	4	10	7	5	6	5	4	10	];
ArrivalTime=[	1	128	7	10	65	33	21	108	140	15	80	55	59	90	29	101	81	30	134	99									];
L=[	7	5	5	4	7	3	6	10	7	5	8	8	5	10	7	10	6	4	4	7									];
weight=[	5	7	7	1	5	2	7	1	8	5	3	6	6	2	9	5	10	7	4	6									];
Ls=[	10	7	10	8																									];
																													
dist=[[	2	2	3	2	],																								
[	1	2	3	3	],																								
[	3	3	2	3	],																								
[	3	1	2	1	]];																								
																							


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 1 2 3 4 5 6 7 8 ];



D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];


