
nbSections=4;
nbReclaimer=4;

nbVessel=25;
nbTask=25;

Q=[1 1 2 2];

P=[	7	17	13	17	15	19	6	14	11	18	7	18	9	8	19	13	8	9	17	8	13	17	10	19	14											];
len=[	4	9	7	9	8	10	3	7	6	9	4	9	5	4	10	7	4	5	9	4	7	9	5	10	7											];
ArrivalTime=[	1	76	128	5	150	187	154	122	24	139	142	95	35	17	134	136	205	214	156	136	62	86	193	175	205											];
L=[	3	3	3	9	3	5	7	7	7	10	7	3	5	3	7	8	3	9	10	7	7	3	10	8	9											];
weight=[	4	10	4	6	6	5	1	2	7	9	8	1	7	4	9	4	2	1	4	3	10	10	6	4	6											];
Ls=[	10	7	10	8																																];
																																				
dist=[[	1	1	1	2	],																															
[	2	2	1	1	],																															
[	2	3	1	2	],																															
[	2	1	1	1	]];																															


B=[	1	13	26	38	51	63	76	89	101	114	126	139	151	164	175	188	201	213	226	238	251	264	276	289	301	314	327	];
E=[	7	20	32	44	57	69	83	94	108	120	133	145	158	168	181	194	206	218	231	243	257	268	282	294	307	320	336	];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 ];


D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];


