
nbSections=4;
nbReclaimer=4;

nbVessel=20;
nbTask=28;

Q=[1 1 2 2];


P=[	20	8	6	19	10	14	20	17	9	15	9	19	12	18	11	13	11	12	15	7	11	9	10	7	6	6	15	19	];
len=[	10	4	3	10	5	7	10	9	5	8	5	10	6	9	6	7	6	6	8	4	6	5	5	4	3	3	8	10	];
ArrivalTime=[	1	83	19	119	76	74	70	24	9	58	13	96	35	37	48	45	47	108	119	18									];
L=[	6	9	6	5	4	9	3	3	10	7	8	10	6	5	3	7	6	3	4	4									];
weight=[	9	1	8	8	5	3	3	10	10	3	6	2	1	7	8	3	10	5	10	6									];
Ls=[	10	7	8	8																									];
																													
dist=[[	1	3	1	3	],																								
[	1	2	1	1	],																								
[	3	1	1	1	],																								
[	1	3	2	1	]];																								


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];
AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 1 2 3 4 5 6 7 8 ];



D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];


