
nbSections=4;
nbReclaimer=4;

nbVessel=20;
nbTask=20;

Q=[1 1 2 2];
P=[	7	8	14	13	20	16	15	11	10	8	13	15	12	7	20	6	17	7	12	17									];
len=[	4	4	7	7	10	8	8	6	5	4	7	8	6	4	10	3	9	4	6	9									];
ArrivalTime=[	1	104	110	63	82	104	24	29	60	121	30	107	31	7	8	4	58	12	26	130									];
L=[	3	6	7	4	9	4	7	8	10	4	10	8	9	8	9	8	4	5	10	4									];
weight=[	4	9	4	7	7	4	4	10	6	2	7	9	6	8	8	10	1	8	1	5									];
Ls=[	10	7	7	8																									];
																													
dist=[[	2	2	3	2	],																								
[	3	1	1	2	],																								
[	2	3	2	3	],																								
[	1	1	3	1	]];																								




B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];
AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20];

D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];


