
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=21;

Q=[1 1 2 2];
P=[	11	12	14	16	16	18	16	12	9	8	7	7	16	9	11	11	11	16	14	13	19								];
len=[	6	6	7	8	8	9	8	6	5	4	4	4	8	5	6	6	6	8	7	7	10								];
ArrivalTime=[	1	1	51	87	74	79	78	35	15	56	23	24	55	3	20														];
L=[	5	7	4	6	7	5	7	7	6	8	9	9	7	3	4														];
weight=[	5	8	10	3	5	7	1	2	6	5	8	10	9	3	3														];
Ls=[	10	9	8	8																									];
																													
dist=[[	1	2	2	3	],																								
[	2	1	2	3	],																								
[	2	2	1	2	],																								
[	1	2	1	3	]];																								
																													




B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];




AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 ];




D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];


