
nbSections=4;
nbReclaimer=4;

nbVessel=25;
nbTask=35;

Q=[1 1 2 2];

P=[	18	18	6	8	11	15	9	11	12	14	19	9	8	19	11	13	19	11	17	13	18	20	7	14	7	15	14	13	19	18	20	13	20	19	16	];
len=[	9	9	3	4	6	8	5	6	6	7	10	5	4	10	6	7	10	6	9	7	9	10	4	7	4	8	7	7	10	9	10	7	10	10	8	];
ArrivalTime=[	1	211	120	1	61	63	163	97	30	153	113	137	45	192	48	178	52	96	9	90	110	38	201	99	146											];
L=[	7	6	6	6	3	6	9	10	3	6	8	9	6	5	4	3	7	8	6	10	7	8	3	8	5											];
weight=[	8	9	6	4	4	10	2	1	10	4	7	10	9	1	9	3	10	5	7	5	8	3	9	5	3											];
Ls=[	10	8	9	8																																];
																																				
dist=[[	3	2	2	2	],																															
[	1	3	3	2	],																															
[	3	3	3	1	],																															
[	3	1	1	3	]];																															



B=[	1	13	26	38	51	63	76	89	101	114	126	139	151	164	175	188	201	213	226	238	251	264	276	289	301	314	327	];
E=[	7	20	32	44	57	69	83	94	108	120	133	145	158	168	181	194	206	218	231	243	257	268	282	294	307	320	336	];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 1 2 3 4 5 6 7 8 9 10 ];


D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];



