
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=21;

Q=[1 1 2 2];


P=[	20	13	9	6	16	9	18	15	20	10	14	9	9	14	16	18	18	11	12	6	12								];
len=[	10	7	5	3	8	5	9	8	10	5	7	5	5	7	8	9	9	6	6	3	6								];
ArrivalTime=[	1	65	59	30	10	80	83	18	81	37	92	45	44	72	24														];
L=[	7	10	6	4	10	4	5	7	6	8	8	8	5	10	5														];
weight=[	10	7	3	8	8	6	2	9	4	7	3	10	7	9	8														];
Ls=[	10	7	9	8																									];
																													
dist=[[	3	3	2	2	],																								
[	1	1	1	1	],																								
[	1	3	2	1	],																								
[	3	1	2	3	]];																								
																													


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 ];





D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];




