
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=15;

Q=[1 1 2 2];

P=[	10	19	6	15	10	13	17	12	10	9	12	19	8	9	13														];
len=[	5	10	3	8	5	7	9	6	5	5	6	10	4	5	7														];
ArrivalTime=[	1	54	87	21	18	89	49	67	49	60	85	41	59	85	52														];
L=[	3	7	6	3	7	9	6	6	3	4	6	8	3	3	7														];
weight=[	9	7	3	4	6	2	10	3	2	5	8	9	5	1	3														];
Ls=[	10	9	8	8																									];
																													
dist=[[	1	2	3	3	],																								
[	2	3	2	2	],																								
[	1	2	3	3	],																								
[	1	1	2	1	]];																								
													


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];



D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];




