
nbSections=4;
nbReclaimer=3;

nbVessel=15;
nbTask=15;

Q=[1 1 2];

P=[	16	20	10	20	11	9	19	11	10	6	19	13	19	6	7														];
len=[	8	10	5	10	6	5	10	6	5	3	10	7	10	3	4														];
ArrivalTime=[	1	27	71	45	62	93	76	28	72	70	7	49	47	12	37														];
L=[	6	5	7	7	4	5	3	10	4	9	10	4	5	3	8														];
weight=[	8	3	8	2	2	10	7	7	1	10	7	7	9	6	2														];
Ls=[	10	8	9	7																									];
																													
dist=[[	2	2	1	2	],																								
[	2	2	2	1	],																								
																													
[	3	1	2	1	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];
