
nbSections=4;
nbReclaimer=3;

nbVessel=20;
nbTask=28;

Q=[1 1 2];

P=[	17	13	10	15	15	14	12	17	14	10	11	17	8	7	13	7	11	11	18	11	20	8	7	10	17	14	15	19	];
len=[	9	7	5	8	8	7	6	9	7	5	6	9	4	4	7	4	6	6	9	6	10	4	4	5	9	7	8	10	];
ArrivalTime=[	1	144	37	110	139	68	1	67	53	92	86	106	74	62	108	139	95	6	83	138									];
L=[	8	3	10	3	6	9	10	5	6	9	7	7	4	10	5	5	7	5	10	4									];
weight=[	1	1	2	9	6	1	10	5	7	4	1	1	10	5	5	10	4	5	10	6									];
Ls=[	10	7	8	9																									];
																													
dist=[[	1	1	2	2	],																								
[	1	2	2	3	],																								
																													
[	1	2	1	3	]];																								
																						



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];
AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 1 2 3 4 5 6 7 8 ];
