
nbSections=4;
nbReclaimer=3;

nbVessel=15;
nbTask=15;

Q=[1 1 2];

P=[	13	13	6	8	6	19	20	18	10	19	8	8	11	16	10														];
len=[	7	7	3	4	3	10	10	9	5	10	4	4	6	8	5														];
ArrivalTime=[	1	59	71	3	60	93	85	70	58	32	86	82	81	67	7														];
L=[	10	6	3	8	6	3	7	3	6	8	8	10	3	6	8														];
weight=[	4	1	2	6	1	8	3	8	3	3	7	1	9	6	10														];
Ls=[	10	7	8	8																									];
																													
dist=[[	3	2	3	2	],																								
[	1	2	3	1	],																								
																													
[	2	3	1	3	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];
