
nbSections=4;
nbReclaimer=3;

nbVessel=10;
nbTask=14;

Q=[1 1 2];

		
P=[	19	8	7	6	15	12	6	14	18	19	11	19	20	11															];
len=[	10	4	4	3	8	6	3	7	9	10	6	10	10	6															];
ArrivalTime=[	1	94	70	41	70	66	10	69	77	41																			];
L=[	3	6	9	3	5	10	9	8	3	8																			];
weight=[	3	2	8	7	4	4	1	6	9	1																			];
Ls=[	10	8	8	7																									];
																													
dist=[[	3	1	1	3	],																								
[	2	1	3	1	],																								
																													
[	3	3	2	2	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 1 2 3 4];
