
nbSections=4;
nbReclaimer=3;

nbVessel=20;
nbTask=20;

Q=[1 1 2];


P=[	11	12	7	12	11	11	17	16	17	16	17	17	16	9	14	8	11	18	18	12									];
len=[	6	6	4	6	6	6	9	8	9	8	9	9	8	5	7	4	6	9	9	6									];
ArrivalTime=[	1	33	68	15	9	57	14	68	144	24	5	54	78	110	106	94	112	77	63	121									];
L=[	9	6	3	7	9	7	8	6	6	6	10	6	9	5	6	8	6	3	8	3									];
weight=[	6	7	6	6	4	3	9	1	2	10	10	3	5	6	1	10	7	9	1	10									];
Ls=[	10	8	9	9																									];
																													
dist=[[	1	2	3	3	],																								
[	1	2	2	2	],																								
																													
[	2	1	2	1	]];																								




B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];

AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20];
