
nbSections=4;
nbReclaimer=3;

nbVessel=10;
nbTask=14;

Q=[1 1 2];

		
P=[	15	10	17	17	6	18	20	7	16	18	13	18	18	8															];
len=[	8	5	9	9	3	9	10	4	8	9	7	9	9	4															];
ArrivalTime=[	1	45	90	31	75	11	51	93	64	49																			];
L=[	7	8	5	6	5	7	3	9	7	6																			];
weight=[	2	2	6	9	5	7	7	7	4	3																			];
Ls=[	10	9	7	7																									];
																													
dist=[[	3	3	2	3	],																								
[	1	2	2	1	],																								
																													
[	2	3	1	2	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 1 2 3 4 ];
