
nbSections=4;
nbReclaimer=3;

nbVessel=20;
nbTask=28;

Q=[1 1 2];

P=[	15	9	16	12	6	6	17	10	16	13	9	11	18	10	19	12	13	11	12	13	8	6	14	8	17	10	18	19	];
len=[	8	5	8	6	3	3	9	5	8	7	5	6	9	5	10	6	7	6	6	7	4	3	7	4	9	5	9	10	];
ArrivalTime=[	1	89	9	21	112	120	59	65	36	86	105	1	122	38	128	91	49	90	92	37									];
L=[	5	7	6	4	6	3	3	6	5	10	6	9	7	10	5	4	5	10	7	4									];
weight=[	4	3	6	7	9	2	3	5	7	1	9	10	8	10	3	1	9	7	5	4									];
Ls=[	10	7	8	9																									];
																													
dist=[[	1	1	2	2	],																								
[	1	1	1	3	],																								
																													
[	3	1	3	3	]];																								


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 1 2 3 4 5 6 7 8 ];
