
nbSections=4;
nbReclaimer=3;

nbVessel=10;
nbTask=14;

Q=[1 1 2];
	
P=[	8	18	11	12	20	7	13	10	14	19	18	11	6	19															];
len=[	4	9	6	6	10	4	7	5	7	10	9	6	3	10															];
ArrivalTime=[	1	58	42	15	73	37	46	66	95	89																			];
L=[	10	9	9	4	8	7	3	10	8	9																			];
weight=[	5	6	6	4	9	10	4	2	6	5																			];
Ls=[	10	9	7	8																									];
																													
dist=[[	1	3	3	3	],																								
[	3	3	1	2	],																								
																													
[	2	3	2	2	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 1 2 3 4 ];
