
nbSections=4;
nbReclaimer=3;

nbVessel=10;
nbTask=10;

Q=[1 1 2];




B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];

P=[	8	7	6	11	20	19	20	20	15	9																			];
len=[	4	4	3	6	10	10	10	10	8	5																			];
ArrivalTime=[	1	71	76	20	81	94	42	81	29	21																			];
L=[	4	6	5	4	4	8	3	9	5	6																			];
weight=[	5	8	6	3	5	6	2	8	7	8																			];
Ls=[	10	7	9	9																									];
																													
dist=[[	3	2	3	2	],																								
[	3	3	1	2	],																								
																													
[	2	1	2	2	]];																								


AssVessel=[1 2 3 4 5 6 7 8 9 10 ];
