
nbSections=4;
nbReclaimer=3;

nbVessel=15;
nbTask=21;

Q=[1 1 2];

P=[	17	8	13	17	19	16	9	12	17	20	11	9	13	15	19	6	11	14	16	7	12								];
len=[	9	4	7	9	10	8	5	6	9	10	6	5	7	8	10	3	6	7	8	4	6								];
ArrivalTime=[	1	19	7	38	72	74	57	13	59	48	40	73	95	89	21														];
L=[	7	5	4	6	5	5	5	8	7	3	3	5	3	5	10														];
weight=[	1	8	5	8	5	7	2	6	4	8	4	7	7	4	6														];
Ls=[	10	7	8	9																									];
																													
dist=[[	1	1	1	1	],																								
[	3	1	1	3	],																								
																													
[	2	3	2	2	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];




AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 ];
