
nbSections=4;
nbReclaimer=3;

nbVessel=20;
nbTask=20;

Q=[1 1 2];


P=[	12	18	8	20	9	17	17	9	15	18	8	10	15	11	12	10	10	10	19	15									];
len=[	6	9	4	10	5	9	9	5	8	9	4	5	8	6	6	5	5	5	10	8									];
ArrivalTime=[	1	68	133	38	24	52	85	88	61	58	131	126	140	104	65	119	130	46	103	73									];
L=[	10	4	10	10	10	3	8	10	5	4	10	9	4	7	10	10	8	5	3	4									];
weight=[	3	10	6	1	8	2	8	9	2	5	9	2	2	5	1	5	6	2	10	1									];
Ls=[	10	9	7	7																									];
																													
dist=[[	2	1	3	1	],																								
[	1	2	3	1	],																								
																													
[	3	1	1	3	]];																								




B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];

AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20];
