
nbSections=4;
nbReclaimer=3;

nbVessel=15;
nbTask=15;

Q=[1 1 2];

P=[	18	20	19	11	18	19	10	16	20	9	14	13	12	16	10														];
len=[	9	10	10	6	9	10	5	8	10	5	7	7	6	8	5														];
ArrivalTime=[	1	13	71	17	65	34	56	8	40	52	55	22	93	93	93														];
L=[	10	8	6	6	10	3	5	5	5	6	3	9	7	7	3														];
weight=[	8	2	1	3	10	2	9	2	2	9	3	4	1	8	2														];
Ls=[	10	8	7	7																									];
																													
dist=[[	1	1	1	2	],																								
[	3	1	2	2	],																								
																													
[	2	3	2	2	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];



D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];



