
nbSections=4;
nbReclaimer=3;

nbVessel=20;
nbTask=20;

Q=[1 1 2];


P=[	10	20	18	20	6	20	9	17	17	6	12	11	19	6	14	15	16	7	17	17									];
len=[	5	10	9	10	3	10	5	9	9	3	6	6	10	3	7	8	8	4	9	9									];
ArrivalTime=[	1	136	21	47	78	81	93	110	140	85	51	33	33	60	5	92	107	61	101	32									];
L=[	6	4	6	9	3	8	8	7	8	7	4	10	4	5	6	3	6	10	6	9									];
weight=[	3	7	4	5	7	9	8	8	7	7	8	4	4	4	8	9	4	8	9	4									];
Ls=[	10	9	7	9																									];
																													
dist=[[	3	3	3	3	],																								
[	2	3	3	2	],																								
																													
[	2	1	1	3	]];																								




B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20];




D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];



