
nbSections=4;
nbReclaimer=3;

nbVessel=20;
nbTask=28;

Q=[1 1 2];
P=[	11	8	18	11	15	18	12	20	14	12	7	8	9	18	13	9	6	12	8	19	19	15	7	19	11	11	13	14	];
len=[	6	4	9	6	8	9	6	10	7	6	4	4	5	9	7	5	3	6	4	10	10	8	4	10	6	6	7	7	];
ArrivalTime=[	1	134	84	81	73	26	78	31	134	103	47	88	29	58	109	18	43	105	24	7									];
L=[	3	7	3	3	8	3	3	6	6	4	3	4	4	9	7	6	8	6	7	7									];
weight=[	2	8	10	8	4	8	2	8	2	9	2	1	2	4	1	7	7	10	2	6									];
Ls=[	10	7	8	7																									];
																													
dist=[[	2	1	3	1	],																								
[	3	3	2	3	],																								
																													
[	2	1	1	1	]];																								
																			





B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];
AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 1 2 3 4 5 6 7 8 ];


D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];



