
nbSections=4;
nbReclaimer=3;

nbVessel=10;
nbTask=10;

Q=[1 1 2];




B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];

P=[	9	17	12	18	11	15	20	9	11	17																			];
len=[	5	9	6	9	6	8	10	5	6	9																			];
ArrivalTime=[	1	78	25	8	92	13	58	16	77	58																			];
L=[	4	4	3	8	9	4	3	9	9	4																			];
weight=[	4	5	7	8	6	10	8	3	9	1																			];
Ls=[	10	9	7	7																									];
																													
dist=[[	3	2	3	1	],																								
[	1	2	3	2	],																								
																													
[	3	2	3	3	]];																								


AssVessel=[1 2 3 4 5 6 7 8 9 10 ];




D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];



