
nbSections=4;
nbReclaimer=3;

nbVessel=15;
nbTask=21;

Q=[1 1 2];
P=[	10	9	10	6	12	16	13	14	7	17	17	19	13	20	8	16	17	7	10	15	18								];
len=[	5	5	5	3	6	8	7	7	4	9	9	10	7	10	4	8	9	4	5	8	9								];
ArrivalTime=[	1	17	28	8	78	83	93	89	91	17	2	26	39	68	43														];
L=[	4	8	6	7	5	5	3	8	8	6	8	4	7	6	4														];
weight=[	5	4	5	8	4	2	10	2	10	5	5	10	7	1	4														];
Ls=[	10	7	7	7																									];
																													
dist=[[	2	2	1	2	],																								
[	2	1	1	1	],																								
																													
[	1	1	2	3	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 ];




D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];


