
nbSections=4;
nbReclaimer=3;

nbVessel=10;
nbTask=10;

Q=[1 1 2];


P=[	6	20	11	9	19	14	17	13	14	11																			];
len=[	3	10	6	5	10	7	9	7	7	6																			];
ArrivalTime=[	1	87	8	79	41	87	58	31	49	66																			];
L=[	9	3	3	4	9	4	8	10	5	3																			];
weight=[	4	9	5	6	9	7	2	7	9	1																			];
Ls=[	10	9	8	7																									];
																													
dist=[[	2	1	2	3	],																								
[	1	1	1	3	],																								
																													
[	1	2	1	3	]];																								


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 ];




D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];



