
nbSections=4;
nbReclaimer=3;

nbVessel=15;
nbTask=15;

Q=[1 1 2];

P=[	6	13	10	18	15	13	17	9	10	7	12	6	9	20	14														];
len=[	3	7	5	9	8	7	9	5	5	4	6	3	5	10	7														];
ArrivalTime=[	1	19	16	77	71	21	48	15	65	88	46	25	47	29	40														];
L=[	8	8	10	10	3	5	5	8	9	4	6	7	9	3	4														];
weight=[	1	4	2	6	8	1	6	9	9	10	3	7	10	1	5														];
Ls=[	10	7	9	7																									];
																													
dist=[[	3	2	2	1	],																								
[	1	1	1	3	],																								
																													
[	2	2	3	3	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];



D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];




