
nbSections=4;
nbReclaimer=3;

nbVessel=15;
nbTask=15;

Q=[1 1 2];

P=[	7	6	12	20	19	19	6	14	7	8	15	10	16	18	19														];
len=[	4	3	6	10	10	10	3	7	4	4	8	5	8	9	10														];
ArrivalTime=[	1	80	76	4	55	47	85	65	62	77	56	33	42	96	2														];
L=[	4	9	10	10	3	6	5	6	3	4	9	5	3	9	7														];
weight=[	2	1	7	5	1	6	1	7	1	8	3	8	10	1	6														];
Ls=[	10	7	7	7																									];
																													
dist=[[	3	2	2	1	],																								
[	1	2	3	2	],																								
																													
[	2	1	1	1	]];																								



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];



D=[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3];

vertical=[1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20];





