
nbSections=4;
nbReclaimer=4;

nbVessel=10;
nbTask=10;

Q=[1 1 2 2];


P=[	12	12	19	19	13	17	19	19	20	9																			];
len=[	6	6	10	10	7	9	10	10	10	5																			];
ArrivalTime=[	1	48	37	11	41	79	80	42	54	28																			];
L=[	6	4	5	6	5	8	7	5	10	3																			];
weight=[	8	10	7	9	3	8	6	4	9	9																			];
Ls=[	10	7	9	8																									];
																													
dist=[[	1	1	2	3	],																								
[	1	2	2	1	],																								
[	1	3	2	1	],																								
[	1	1	3	1	]];																								


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 ];
