
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=21;

Q=[1 1 2 2];


P=[	19	13	11	16	8	18	18	11	10	9	9	10	16	12	7	12	9	7	12	16	14								];
len=[	10	7	6	8	4	9	9	6	5	5	5	5	8	6	4	6	5	4	6	8	7								];
ArrivalTime=[	1	44	54	58	50	72	34	65	19	9	78	83	58	13	8														];
L=[	9	9	3	3	9	7	7	7	6	6	4	6	7	9	7														];
weight=[	8	3	7	10	7	5	2	9	8	5	2	6	10	3	6														];
Ls=[	10	7	8	8																									];
																													
dist=[[	1	2	1	2	],																								
[	2	1	1	1	],																								
[	3	3	3	2	],																								
[	3	3	1	3	]];																								
																													


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 ];



