
nbSections=4;
nbReclaimer=4;

nbVessel=20;
nbTask=20;

Q=[1 1 2 2];


P=[	13	8	9	13	16	16	7	6	12	12	11	20	11	11	13	20	10	6	9	12									];
len=[	7	4	5	7	8	8	4	3	6	6	6	10	6	6	7	10	5	3	5	6									];
ArrivalTime=[	1	48	41	32	9	3	52	76	131	9	35	45	39	24	113	64	74	59	17	86									];
L=[	7	3	5	8	6	6	4	8	8	6	9	5	8	7	8	4	9	7	8	9									];
weight=[	2	2	8	9	5	8	10	5	7	6	5	7	5	4	4	5	3	4	6	6									];
Ls=[	10	9	7	8																									];
																													
dist=[[	1	3	3	3	],																								
[	3	3	2	1	],																								
[	1	2	1	2	],																								
[	2	2	3	1	]];																								

B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164 176 189 202 215 229 244];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168 181 195 208 219 233 252];

AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20];


