
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=15;

Q=[1 1 2 2];
P=[	20	7	12	18	7	14	11	11	10	8	13	8	18	6	14														];
len=[	10	4	6	9	4	7	6	6	5	4	7	4	9	3	7														];
ArrivalTime=[	1	31	90	17	54	83	84	47	4	10	8	75	49	86	46														];
L=[	7	9	5	3	10	7	10	9	6	8	7	7	6	3	10														];
weight=[	2	4	6	1	7	5	9	4	4	8	2	9	2	5	9														];
Ls=[	10	8	7	9																									];
																													
dist=[[	1	2	3	3	],																								
[	2	3	1	1	],																								
[	2	1	1	3	],																								
[	1	1	3	3	]];																								
		


B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15];

