
nbSections=4;
nbReclaimer=4;

nbVessel=25;
nbTask=25;

Q=[1 1 2 2];

P=[	14	8	16	8	17	17	18	19	13	7	14	10	8	13	20	15	13	15	15	9	17	20	20	9	14											];
len=[	7	4	8	4	9	9	9	10	7	4	7	5	4	7	10	8	7	8	8	5	9	10	10	5	7											];
ArrivalTime=[	1	137	50	173	152	153	116	30	12	160	123	205	83	159	32	110	11	7	60	206	163	178	38	156	179											];
L=[	9	7	5	10	3	4	5	9	4	7	8	9	6	6	4	4	9	8	3	8	6	10	5	6	9											];
weight=[	5	10	5	8	9	4	9	9	2	6	3	8	6	1	9	5	2	1	6	8	5	5	9	3	2											];
Ls=[	10	7	7	7																																];
																																				
dist=[[	3	3	1	2	],																															
[	1	1	3	3	],																															
[	3	1	2	2	],																															
[	2	3	2	3	]];																															


B=[	1	13	26	38	51	63	76	89	101	114	126	139	151	164	175	188	201	213	226	238	251	264	276	289	301	314	327	];
E=[	7	20	32	44	57	69	83	94	108	120	133	145	158	168	181	194	206	218	231	243	257	268	282	294	307	320	336	];


AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 ];



