
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=21;

Q=[1 1 2 2];

P=[	13	6	19	6	12	16	17	13	8	12	8	17	14	8	8	20	9	8	19	20	8								];
len=[	7	3	10	3	6	8	9	7	4	6	4	9	7	4	4	10	5	4	10	10	4								];
ArrivalTime=[	1	67	25	52	95	68	71	4	38	8	46	34	75	52	35														];
L=[	6	7	10	10	6	5	4	8	4	6	5	3	10	4	6														];
weight=[	2	4	5	1	8	5	7	9	1	4	7	8	6	1	3														];
Ls=[	10	9	9	8																									];
																													
dist=[[	1	3	1	1	],																								
[	2	2	3	2	],																								
[	3	3	3	1	],																								
[	1	3	2	2	]];																								
																													



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];



AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 ];
