
nbSections=4;
nbReclaimer=4;

nbVessel=15;
nbTask=21;

Q=[1 1 2 2];

P=[	17	8	18	8	11	13	19	19	9	20	18	17	7	12	11	15	10	18	19	7	12								];
len=[	9	4	9	4	6	7	10	10	5	10	9	9	4	6	6	8	5	9	10	4	6								];
ArrivalTime=[	1	49	92	49	68	6	45	58	3	78	37	63	20	40	86														];
L=[	9	5	10	5	8	7	3	8	3	8	4	4	5	6	6														];
weight=[	8	4	8	10	2	7	6	9	1	6	4	2	8	10	8														];
Ls=[	10	9	8	8																									];
																													
dist=[[	3	3	1	3	],																								
[	2	3	1	1	],																								
[	2	1	2	2	],																								
[	2	1	1	3	]];																								
																													



B=[1 13 26 38 51 63 76 89 101 114 126 139 151 164];
E=[7 20 32 44 57 69 83 94 108 120 133 145 158 168];




AssVessel=[1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 1 2 3 4 5 6 ];
